,cities,geocode
2449,Bela Vista de Minas/MG,3106002
2450,Belém de Maria/PE,2601508
2451,Boa Vista do Tupim/BA,2903805
2452,Borborema/PB,2502706
2453,Brazópolis/MG,3108909
2454,Britânia/GO,5203807
2455,Campestre/AL,2701357
2456,Canas/SP,3509957
2457,Carandaí/MG,3113206
2458,Catunda/CE,2303659
2459,Caturaí/GO,5205208
2460,Coité do Nóia/AL,2702009
2461,Coivaras/PI,2202737
2462,Corumbá de Goiás/GO,5205802
2463,Couto de Magalhães de Minas/MG,3120102
2464,Cristalina/GO,5206206
2465,Cristalândia/TO,1706100
2466,Cuitegi/PB,2505204
2467,Córrego do Ouro/GO,5205703
2468,Edéia/GO,5207402
2469,Elói Mendes/MG,3123601
2470,Eugênio de Castro/RS,4307831
2471,Fernando Falcão/MA,2104081
2472,Figueirópolis/TO,1707652
2473,Gastão Vidigal/SP,3516804
2474,Guareí/SP,3518503
2475,Ilicínea/MG,3130507
2476,Inhapi/AL,2703304
2477,Iporá/GO,5210208
2478,Ipuã/SP,3521309
2479,Itaú de Minas/MG,3133758
2480,Jardim/MS,5005004
2481,Jijoca de Jericoacoara/CE,2307254
2482,Juripiranga/PB,2507903
2483,Lambari/MG,3137809
2484,Mallet/PR,4113908
2485,Mar de Espanha/MG,3139805
2486,Maraial/PE,2609204
2487,Maurilândia do Tocantins/TO,1712801
2488,Minaçu/GO,5213087
2489,Monte Aprazível/SP,3531407
2490,Nova Lacerda/MT,5106182
2491,Nova Viçosa/BA,2923001
2492,Novo Repartimento/PA,1505064
2493,Palmeirândia/MA,2107605
2494,Paramoti/CE,2310407
2495,Paverama/RS,4314159
2496,Perdizes/MG,3149804
2497,Piracanjuba/GO,5217104
2498,Pocinhos/PB,2512002
2499,Porangaba/SP,3540507
2500,Presidente Vargas/MA,2109304
2501,Riachuelo/SE,2805901
2502,Riachão do Bacamarte/PB,2512754
2503,Riachão/MA,2109502
2504,Santa Cruz da Esperança/SP,3546256
2505,Santa Cruz/PE,2612455
2506,Serra Alta/SC,4217550
2507,Serrolândia/BA,2930600
2508,Sobrado/PB,2515971
2509,São Francisco do Glória/MG,3161403
2510,São José do Peixe/PI,2210102
2511,São Luis do Piauí/PI,2210375
2512,São Luiz do Paraitinga/SP,3550001
2513,São Miguel de Taipu/PB,2515005
2514,Tabuleiro/MG,3167905
2515,Tapiraí/SP,3553500
2516,Theobroma/RO,1101609
2517,Tombos/MG,3169208
2518,Turilândia/MA,2112456
2519,União Paulista/SP,3555703
2520,Água Doce do Maranhão/MA,2100154
2521,Abadia dos Dourados/MG,3100104
2522,Abatiá/PR,4100103
2523,Alto Paraíso de Goiás/GO,5200605
2524,Ametista do Sul/RS,4300646
2525,Apuí/AM,1300144
2526,Araioses/MA,2100907
2527,Astolfo Dutra/MG,3104601
2528,Aurora do Tocantins/TO,1702703
2529,Avanhandava/SP,3504404
2530,Bananeiras/PB,2501500
2531,Barão de Grajaú/MA,2101509
2532,Bela Vista/MS,5002100
2533,Belágua/MA,2101731
2534,Boa Vista do Gurupi/MA,2101970
2535,Bonito/MS,5002209
2536,Cajazeirinhas/PB,2503753
2537,Campo Grande/RN,2401305
2538,Cana Verde/MG,3111903
2539,Canapi/AL,2701605
2540,Capinzal do Norte/MA,2102754
2541,Capixaba/AC,1200179
2542,Cardoso Moreira/RJ,3301157
2543,Carmo da Mata/MG,3114006
2544,Caseiros/RS,4304952
2545,Centro do Guilherme/MA,2103158
2546,Cláudio/MG,3116605
2547,Cocal de Telha/PI,2202711
2548,Coronel Freitas/SC,4204400
2549,Corumbaíba/GO,5205901
2550,Cotriguaçu/MT,5103379
2551,Coxilha/RS,4305975
2552,Curuá/PA,1502855
2553,Dionísio/MG,3121803
2554,Divinolândia/SP,3513900
2555,Doutor Ricardo/RS,4306759
2556,Estação/RS,4307559
2557,Flexeiras/AL,2702801
2558,Flórida Paulista/SP,3516002
2559,Frederico Westphalen/RS,4308508
2560,Fronteiras/PI,2204303
2561,Getulina/SP,3517000
2562,Guabiju/RS,4309258
2563,Guaraqueçaba/PR,4109500
2564,Gália/SP,3516606
2565,Imigrante/RS,4310363
2566,Ipiranga do Piauí/PI,2204808
2567,Jacareacanga/PA,1503754
2568,Joca Claudino/PB,2513653
2569,Lagoa Vermelha/RS,4311304
2570,Lajinha/MG,3137700
2571,Lavínia/SP,3526506
2572,Macau/RN,2407203
2573,Machadinho/RS,4311700
2574,Mantena/MG,3139607
2575,Mara Rosa/GO,5212808
2576,Maranhãozinho/MA,2106375
2577,Matias Cardoso/MG,3140852
2578,Meridiano/SP,3529609
2579,Natividade/RJ,3303104
2580,Nonoai/RS,4312708
2581,Pacaembu/SP,3534906
2582,Paim Filho/RS,4313607
2583,Palminópolis/GO,5215900
2584,Parazinho/RN,2408805
2585,Paraíso do Sul/RS,4314027
2586,Piranguçu/MG,3150901
2587,Planalto/RS,4314704
2588,Ponte Branca/MT,5106703
2589,Pugmil/TO,1718451
2590,Realeza/PR,4121406
2591,Redenção do Gurguéia/PI,2208700
2592,Ribas do Rio Pardo/MS,5007109
2593,Rio Novo/MG,3155405
2594,Santa Bárbara/MG,3157203
2595,Santana do Araguaia/PA,1506708
2596,Santana do Cariri/CE,2312106
2597,Santana do Matos/RN,2411403
2598,Santanópolis/BA,2928307
2599,Santo Antônio do Jardim/SP,3548104
2600,Santo Antônio dos Lopes/MA,2110302
2601,Senador Alexandre Costa/MA,2111748
2602,Senador Georgino Avelino/RN,2413201
2603,Serra Azul/SP,3551405
2604,Sertãozinho/PB,2515930
2605,Soure/PA,1507904
2606,São Bernardo/MA,2110609
2607,São Carlos/SC,4216008
2608,São Domingos do Maranhão/MA,2110708
2609,São Felipe D'Oeste/RO,1101484
2610,São José da Boa Vista/PR,4125407
2611,São João da Fronteira/PI,2209872
2612,São Luís do Quitunde/AL,2708501
2613,São Pedro dos Crentes/MA,2111573
2614,São Vicente/RN,2413003
2615,Taguaí/SP,3553005
2616,Taquarivaí/SP,3553856
2617,Teixeira/PB,2516706
2618,Teodoro Sampaio/SP,3554300
2619,Timbiras/MA,2112100
2620,Ubirajara/SP,3555505
2621,Vale de São Domingos/MT,5108352
2622,Vanini/RS,4322558
2623,Vargem Alegre/MG,3170578
2624,Viradouro/SP,3556800
2625,Água Santa/RS,4300059
2626,Águas de Santa Bárbara/SP,3500550
2627,Álvaro de Carvalho/SP,3501400
2628,Agudos do Sul/PR,4100301
2629,Alto Alegre/SP,3501103
2630,Bom Jesus/RS,4302303
2631,Brasiléia/AC,1200104
2632,Buriti Bravo/MA,2102309
2633,Cacimbinhas/AL,2701209
2634,Caldas/MG,3110301
2635,Camutanga/PE,2603603
2636,Capelinha/MG,3112307
2637,Carmópolis/SE,2801504
2638,Colorado/PR,4105904
2639,Craíbas/AL,2702355
2640,Dom Feliciano/RS,4306502
2641,Dueré/TO,1707306
2642,Fervedouro/MG,3125952
2643,Gararu/SE,2802403
2644,General Carneiro/PR,4108502
2645,Goiatins/TO,1709005
2646,Graccho Cardoso/SE,2802601
2647,Guaiçara/SP,3517208
2648,Indiana/SP,3520608
2649,Inúbia Paulista/SP,3520806
2650,Ipiguá/SP,3521150
2651,Itabirito/MG,3131901
2652,Itambacuri/MG,3132701
2653,Itapitanga/BA,2916609
2654,Itaíba/PE,2607505
2655,Itupiranga/PA,1503705
2656,Lajeado Novo/MA,2105989
2657,Major Isidoro/AL,2704401
2658,Marques de Souza/RS,4312054
2659,Medina/MG,3141405
2660,Monte Alegre de Minas/MG,3142809
2661,Morro do Chapéu do Piauí/PI,2206670
2662,Nova Aliança/SP,3532801
2663,Nova Campina/SP,3532827
2664,Nova Europa/SP,3532900
2665,Nova Porteirinha/MG,3145059
2666,Olivença/AL,2706000
2667,Paulo Ramos/MA,2108108
2668,Pedreira/SP,3537107
2669,Pindoba/AL,2707008
2670,Pontal do Paraná/PR,4119954
2671,Ponte Alta do Tocantins/TO,1717909
2672,Potiraguá/BA,2925402
2673,Poço Verde/SE,2805505
2674,Poço das Trincheiras/AL,2707206
2675,Presidente Bernardes/SP,3541208
2676,Quebrangulo/AL,2707602
2677,Recreio/MG,3154101
2678,Riacho dos Machados/MG,3154507
2679,Ribamar Fiquene/MA,2109551
2680,Santana do São Francisco/SE,2806404
2681,Santo Antônio do Leverger/MT,5107800
2682,Santo Estêvão/BA,2928802
2683,Silvanópolis/TO,1720655
2684,Simplício Mendes/PI,2210805
2685,São Bento do Tocantins/TO,1720101
2686,São Gabriel do Oeste/MS,5007695
2687,São João do Manhuaçu/MG,3162559
2688,Umburanas/BA,2932457
2689,Valparaíso/SP,3556305
2690,Xambioá/TO,1722107
2691,Água Boa/MT,5100201
2692,Acorizal/MT,5100102
2693,Alfredo Vasconcelos/MG,3101631
2694,Amambai/MS,5000609
2695,Amargosa/BA,2901007
2696,Amparo de São Francisco/SE,2800100
2697,Anguera/BA,2901502
2698,Aroeiras/PB,2501302
2699,Barbosa/SP,3505104
2700,Barra de Santana/PB,2501575
2701,Barrocas/BA,2903276
2702,Brasil Novo/PA,1501725
2703,Buriti do Tocantins/TO,1703800
2704,Butiá/RS,4302709
2705,Cafeara/PR,4103404
2706,Cajueiro/AL,2701308
2707,Campo Bonito/PR,4104055
2708,Capela do Alto Alegre/BA,2906857
2709,Cedral/MA,2103109
2710,Cidelândia/MA,2103257
2711,Congonhal/MG,3117900
2712,Dom Basílio/BA,2910107
2713,Estrela Dalva/MG,3124609
2714,Gado Bravo/PB,2506251
2715,Imbituva/PR,4110102
2716,Ingá/PB,2506806
2717,Itapicuru/BA,2916500
2718,Itaqui/RS,4310603
2719,Japaratinga/AL,2703601
2720,Japaratuba/SE,2803302
2721,Luiz Alves/SC,4210001
2722,Manoel Vitorino/BA,2920403
2723,Marcolândia/PI,2205953
2724,Marianópolis do Tocantins/TO,1712504
2725,Maturéia/PB,2509396
2726,Mirador/MA,2106706
2727,Nossa Senhora das Dores/SE,2804607
2728,Padre Paraíso/MG,3146305
2729,Paraibano/MA,2107704
2730,Passo de Camaragibe/AL,2706505
2731,Pedrinhas/SE,2805109
2732,Pires Ferreira/CE,2310951
2733,Poloni/SP,3539905
2734,Potengi/CE,2311207
2735,Praia Grande/SC,4213807
2736,Presidente Dutra/BA,2925600
2737,Presidente Tancredo Neves/BA,2925758
2738,Puxinanã/PB,2512408
2739,Rio do Oeste/SC,4214607
2740,Santa Rita de Jacutinga/MG,3159308
2741,Soledade/PB,2516102
2742,São Benedito do Sul/PE,2612901
2743,São Francisco do Pará/PA,1507409
2744,São José dos Ramos/PB,2514453
2745,São João da Mata/MG,3162302
2746,São Valentim do Sul/RS,4319711
2747,Tacima/PB,2516409
2748,Vila Flores/RS,4323309
2749,Vila Nova dos Martírios/MA,2112852
2750,Abelardo Luz/SC,4200101
2751,Antônio Martins/RN,2400901
2752,Aragarças/GO,5201702
2753,Barra de Guabiraba/PE,2601300
2754,Bodocó/PE,2602001
2755,Cajuri/MG,3110202
2756,Campo Alegre de Goiás/GO,5204805
2757,Canhotinho/PE,2603702
2758,Capitão/RS,4304697
2759,Cascalho Rico/MG,3115003
2760,Catiguá/SP,3511201
2761,Caxambu/MG,3115508
2762,Centenário do Sul/PR,4105102
2763,Colinas do Sul/GO,5205521
2764,Condor/RS,4305702
2765,Cuité de Mamanguape/PB,2505238
2766,Dom Expedito Lopes/PI,2203404
2767,Duas Estradas/PB,2505808
2768,Esperança do Sul/RS,4307450
2769,Floresta do Araguaia/PA,1503044
2770,Fontoura Xavier/RS,4308300
2771,Fortuna/MA,2104206
2772,Gonçalves Dias/MA,2104404
2773,Governador Archer/MA,2104503
2774,Humaitá/RS,4309704
2775,Ibirubá/RS,4310009
2776,Igaci/AL,2703106
2777,Irará/BA,2914505
2778,Itaú/RN,2404903
2779,Juarez Távora/PB,2507606
2780,Jucurutu/RN,2406106
2781,Lagoa de Dentro/PB,2508208
2782,Laje do Muriaé/RJ,3302304
2783,Malta/PB,2508802
2784,Maravilha/AL,2704609
2785,Maravilha/SC,4210506
2786,Natuba/PB,2509909
2787,Nova Bassano/RS,4312906
2788,Padre Bernardo/GO,5215603
2789,Palhano/CE,2310001
2790,Palmeiras de Goiás/GO,5215702
2791,Palmácia/CE,2310100
2792,Pedro Afonso/TO,1716505
2793,Porangatu/GO,5218003
2794,Portão/RS,4314803
2795,Praia Norte/TO,1718303
2796,Progresso/RS,4315156
2797,Sacramento/MG,3156908
2798,Saloá/PE,2612307
2799,Santa Teresinha/PB,2513802
2800,Santo Antônio de Goiás/GO,5219738
2801,Santo Antônio do Aventureiro/MG,3160009
2802,Silveiras/SP,3552007
2803,São Borja/RS,4318002
2804,São Domingos/SE,2806800
2805,Tapurah/MT,5108006
2806,Tuneiras do Oeste/PR,4127908
2807,Vera Mendes/PI,2211506
2808,Almino Afonso/RN,2400604
2809,Alto Longá/PI,2200301
2810,Alumínio/SP,3501152
2811,Bacuri/MA,2101301
2812,Belém/PB,2501906
2813,Cacaulândia/RO,1100601
2814,Cairu/BA,2905404
2815,Caiçara do Norte/RN,2401859
2816,Campanha/MG,3110905
2817,Campestre/MG,3111002
2818,Congonhas/MG,3118007
2819,Coronel Vivida/PR,4106506
2820,Cuité/PB,2505105
2821,Emilianópolis/SP,3515129
2822,Encruzilhada/BA,2910404
2823,Entre Rios/BA,2910503
2824,Fernando Prestes/SP,3515608
2825,Figueira/PR,4107751
2826,General Salgado/SP,3516903
2827,Godofredo Viana/MA,2104305
2828,Governador Dix-Sept Rosado/RN,2404309
2829,Guapiara/SP,3517604
2830,Guapé/MG,3128105
2831,Herculândia/SP,3519006
2832,Itatuba/PB,2507200
2833,Jacinto Machado/SC,4208708
2834,Jardim do Seridó/RN,2405702
2835,Lafaiete Coutinho/BA,2918704
2836,Lagoa Nova/RN,2406502
2837,Laranjal/MG,3138005
2838,Luís Antônio/SP,3527603
2839,Mogeiro/PB,2509404
2840,Mojuí dos Campos/PA,1504752
2841,Montauri/RS,4312351
2842,Nossa Senhora do Livramento/MT,5106109
2843,Nova Mamoré/RO,1100338
2844,Nova Ponte/MG,3145000
2845,Presidente Médici/RO,1100254
2846,Quixabeira/BA,2925931
2847,Restinga Sêca/RS,4315503
2848,Riachinho/MG,3154457
2849,Rio Pomba/MG,3155801
2850,Rodelas/BA,2927101
2851,Rodolfo Fernandes/RN,2411007
2852,Rodrigues Alves/AC,1200427
2853,Santa Tereza do Oeste/PR,4124020
2854,Santo Expedito/SP,3548302
2855,Sapucaia/PA,1507755
2856,Senhor do Bonfim/BA,2930105
2857,Serra Caiada/RN,2410306
2858,Serrita/PE,2614006
2859,São Miguel do Guaporé/RO,1100320
2860,São Raimundo das Mangabeiras/MA,2111607
2861,Tabapuã/SP,3552601
2862,Terezinha/PE,2615102
2863,Tijucas do Sul/PR,4127601
2864,Trairão/PA,1508050
2865,Umarizal/RN,2414506
2866,Vertente do Lério/PE,2616183
2867,Vicentina/MS,5008404
2868,Wenceslau Braz/PR,4128500
2869,Altinópolis/SP,3501004
2870,Arapoema/TO,1702307
2871,Areial/PB,2501203
2872,Barra do Ribeiro/RS,4301909
2873,Bom Jardim de Goiás/GO,5203401
2874,Boquira/BA,2904100
2875,Brotas/SP,3507902
2876,Campestre do Maranhão/MA,2102556
2877,Candeias/MG,3112000
2878,Carmo do Paranaíba/MG,3114303
2879,Casa Branca/SP,3510807
2880,Caseara/TO,1703909
2881,Caçu/GO,5204300
2882,Central do Maranhão/MA,2103125
2883,Chiador/MG,3116209
2884,Cristina/MG,3120508
2885,Cruzília/MG,3120805
2886,Doverlândia/GO,5207253
2887,Elisiário/SP,3514924
2888,Engenheiro Caldas/MG,3123700
2889,Estrela do Sul/MG,3124807
2890,Formosa da Serra Negra/MA,2104099
2891,Governador Eugênio Barros/MA,2104602
2892,Itaguatins/TO,1710706
2893,Itapuranga/GO,5211206
2894,Ivolândia/GO,5211602
2895,Jacutinga/MG,3134905
2896,Jundiá/AL,2703908
2897,Ladainha/MG,3137007
2898,Lagoa do Piauí/PI,2205581
2899,Martins/RN,2407401
2900,Matias Olímpio/PI,2206100
2901,Mondaí/SC,4211009
2902,Morro Grande/SC,4211256
2903,Morro do Chapéu/BA,2921708
2904,Nobres/MT,5105903
2905,Nova Olinda/PB,2510204
2906,Paraguaçu/MG,3147204
2907,Paranatama/PE,2610301
2908,Paraná/RN,2408607
2909,Pedra Azul/MG,3148707
2910,Picuí/PB,2511400
2911,Piracema/MG,3150604
2912,Piranga/MG,3150802
2913,Potirendaba/SP,3540804
2914,Quirinópolis/GO,5218508
2915,Quixaba/PB,2512606
2916,Rebouças/PR,4121505
2917,Ribeiro Gonçalves/PI,2208908
2918,Ribeirão Grande/SP,3543253
2919,Ribeirão dos Índios/SP,3543238
2920,Rodeiro/MG,3156304
2921,Ruy Barbosa/BA,2927200
2922,Salto da Divisa/MG,3157104
2923,Santo Antônio da Platina/PR,4124103
2924,Serraria/PB,2515906
2925,Severínia/SP,3551900
2926,Socorro do Piauí/PI,2210904
2927,Solânea/PB,2516003
2928,São Félix do Araguaia/MT,5107859
2929,São Joaquim de Bicas/MG,3162922
2930,São Miguel do Iguaçu/PR,4125704
2931,Tacuru/MS,5007950
2932,Tambaú/SP,3553302
2933,Tenente Laurentino Cruz/RN,2414159
2934,Tremembé/SP,3554805
2935,Varjão de Minas/MG,3170750
2936,Vera Cruz/RS,4322707
2937,Vista Serrana/PB,2505501
2938,Várzea da Palma/MG,3170800
2939,Alto Paraguai/MT,5100508
2940,Alto Parnaíba/MA,2100501
2941,Anagé/BA,2901205
2942,Anchieta/SC,4200804
2943,Andradas/MG,3102605
2944,Andrelândia/MG,3102803
2945,Angicos/RN,2400802
2946,Aragominas/TO,1701309
2947,Araçás/BA,2902054
2948,Bacurituba/MA,2101350
2949,Bernardo do Mearim/MA,2101939
2950,Bocaiúva/MG,3107307
2951,Cambuci/RJ,3300902
2952,Campo Verde/MT,5102678
2953,Casinhas/PE,2604155
2954,Cerquilho/SP,3511508
2955,Chapadão do Céu/GO,5205471
2956,Cidade Gaúcha/PR,4105607
2957,Conceição da Feira/BA,2908200
2958,Conceição/PB,2504405
2959,Cordilheira Alta/SC,4204350
2960,Curral de Cima/PB,2505279
2961,Delfim Moreira/MG,3121100
2962,Entre Rios/SC,4205175
2963,Esperantina/TO,1707405
2964,Feira Nova do Maranhão/MA,2104073
2965,Guaimbê/SP,3517307
2966,Guajará/AM,1301654
2967,Guaraci/SP,3517901
2968,Inhapim/MG,3130903
2969,Itaberá/SP,3521705
2970,Itaipulândia/PR,4110953
2971,Itápolis/SP,3522703
2972,Jacaraú/PB,2507309
2973,Joviânia/GO,5212105
2974,Juscimeira/MT,5105200
2975,Kaloré/PR,4113106
2976,Mamborê/PR,4114005
2977,Miradouro/MG,3142106
2978,Monte Sião/MG,3143401
2979,Monteirópolis/AL,2705408
2980,Mucuri/BA,2922003
2981,Mundo Novo/BA,2922102
2982,Muritiba/BA,2922300
2983,Olho d'Água/PB,2510402
2984,Oliveira de Fátima/TO,1715507
2985,Oliveira/MG,3145604
2986,Pacujá/CE,2309904
2987,Passa Quatro/MG,3147600
2988,Pau D'Arco do Piauí/PI,2207793
2989,Piranguinho/MG,3151008
2990,Piraúba/MG,3151305
2991,Presidente Kennedy/TO,1718402
2992,Queimadas/BA,2925808
2993,Roseira/SP,3544301
2994,Rurópolis/PA,1506195
2995,Salgado de São Félix/PB,2513109
2996,Santa Filomena do Maranhão/MA,2109759
2997,Severiano Melo/RN,2413607
2998,Sigefredo Pacheco/PI,2210656
2999,Sobradinho/BA,2930774
3000,São Desidério/BA,2928901
3001,São José da Tapera/AL,2708402
3002,São João do Pau d'Alho/SP,3549300
3003,São Simão/GO,5220405
3004,Teofilândia/BA,2931509
3005,Tibau do Sul/RN,2414209
3006,Urupês/SP,3556008
3007,Vargem/SC,4219150
3008,Vereda/BA,2933257
3009,Visconde do Rio Branco/MG,3172004
3010,Várzea da Roça/BA,2933059
3011,Abaré/BA,2900207
3012,Amparo/PB,2500734
3013,Andirá/PR,4101101
3014,Arara/PB,2500908
3015,Araçuaí/MG,3103405
3016,Banzaê/BA,2902658
3017,Barão de Cotegipe/RS,4301701
3018,Bela Vista do Piauí/PI,2201556
3019,Belém do São Francisco/PE,2601607
3020,Brochier/RS,4302659
3021,Buri/SP,3508009
3022,Cabaceiras do Paraguaçu/BA,2904852
3023,Cachoeira de Minas/MG,3109709
3024,Caibaté/RS,4303301
3025,Camapuã/MS,5002605
3026,Camargo/RS,4303558
3027,Cambará/PR,4103602
3028,Campina do Monte Alegre/SP,3509452
3029,Campo Grande do Piauí/PI,2202133
3030,Careaçu/MG,3113602
3031,Carneiros/AL,2701803
3032,Casca/RS,4304903
3033,Chácara/MG,3115904
3034,Conceição do Almeida/BA,2908309
3035,Conceição do Rio Verde/MG,3117702
3036,Crissiumal/RS,4306007
3037,Cristópolis/BA,2909703
3038,Córrego do Bom Jesus/MG,3119906
3039,Diamantina/MG,3121605
3040,Erebango/RS,4306973
3041,Gramado/RS,4309100
3042,Graça Aranha/MA,2104701
3043,Guarani d'Oeste/SP,3518008
3044,Hulha Negra/RS,4309654
3045,Iaçu/BA,2911907
3046,Ibitiara/BA,2913002
3047,Igrapiúna/BA,2913457
3048,Inhambupe/BA,2913705
3049,Ipecaetá/BA,2913804
3050,Irati/PR,4110706
3051,Jaguariaíva/PR,4112009
3052,Jenipapo dos Vieiras/MA,2105476
3053,Lago Verde/MA,2105906
3054,Lagoa Grande/PE,2608750
3055,Landri Sales/PI,2205607
3056,Lavras do Sul/RS,4311502
3057,Luzerna/SC,4210035
3058,Magda/SP,3528304
3059,Malacacheta/MG,3139201
3060,Mangueirinha/PR,4114401
3061,Maximiliano de Almeida/RS,4312203
3062,Mendonça/SP,3529500
3063,Miguel Calmon/BA,2921203
3064,Mirangaba/BA,2921401
3065,Miraí/MG,3142205
3066,Murutinga do Sul/SP,3532108
3067,Nina Rodrigues/MA,2107209
3068,Nova Ibiá/BA,2922755
3069,Nova Olímpia/MT,5106232
3070,Nova Ubiratã/MT,5106240
3071,Nova Xavantina/MT,5106257
3072,Nuporanga/SP,3533601
3073,Orizânia/MG,3145877
3074,Ouroeste/SP,3534757
3075,Palestina do Pará/PA,1505494
3076,Panorama/SP,3535408
3077,Paranhos/MS,5006358
3078,Paraopeba/MG,3147402
3079,Paula Freitas/PR,4118600
3080,Pedra do Indaiá/MG,3148905
3081,Piatã/BA,2924306
3082,Pirangi/SP,3539004
3083,Pitangui/MG,3151404
3084,Piên/PR,4119103
3085,Planalto/SP,3539608
3086,Ponto Novo/BA,2925253
3087,Porto de Pedras/AL,2707404
3088,Poção de Pedras/MA,2108900
3089,Presidente Jânio Quadros/BA,2925709
3090,Primeira Cruz/MA,2109403
3091,Ronda Alta/RS,4316105
3092,Rondolândia/MT,5107578
3093,Santa Luzia D'Oeste/RO,1100296
3094,Santa Rita do Trivelato/MT,5107768
3095,Santo Amaro do Maranhão/MA,2110278
3096,Santo Antônio do Amparo/MG,3159902
3097,Saúde/BA,2929800
3098,Sento Sé/BA,2930204
3099,São Bento do Sapucaí/SP,3548609
3100,São Domingos do Prata/MG,3161007
3101,São Jerônimo/RS,4318408
3102,São José do Herval/RS,4318465
3103,São José dos Basílios/MA,2111250
3104,São João da Canabrava/PI,2209856
3105,São João do Manteninha/MG,3162575
3106,São João/PR,4124806
3107,São Vendelino/RS,4319752
3108,São Vicente do Seridó/PB,2515401
3109,Tanque d'Arca/AL,2709004
3110,Vila Rica/MT,5108600
3111,Altair/SP,3500907
3112,Alto Araguaia/MT,5100300
3113,Anhumas/SP,3502408
3114,Aparecida do Rio Doce/GO,5201454
3115,Araguaçu/TO,1702000
3116,Babaçulândia/TO,1703008
3117,Boa Vista/PB,2502151
3118,Boracéia/SP,3507308
3119,Cacimba de Dentro/PB,2503506
3120,Calçado/PE,2603306
3121,Campina Verde/MG,3111101
3122,Carolina/MA,2102804
3123,Catas Altas/MG,3115359
3124,Caturité/PB,2504355
3125,Dirceu Arcoverde/PI,2203354
3126,Dois Riachos/AL,2702504
3127,Dourado/SP,3514304
3128,Eugenópolis/MG,3124906
3129,Feira Grande/AL,2702603
3130,Feira Nova/SE,2802205
3131,Fátima do Sul/MS,5003801
3132,General Maynard/SE,2802502
3133,Glória de Dourados/MS,5004007
3134,Guanhães/MG,3128006
3135,Guarará/MG,3128501
3136,Igaratinga/MG,3130200
3137,Inconfidentes/MG,3130606
3138,Itaipava do Grajaú/MA,2105351
3139,Itaipé/MG,3132305
3140,Itaoca/SP,3522158
3141,Jacuípe/AL,2703502
3142,Jequitibá/MG,3135704
3143,Lagoa Grande do Maranhão/MA,2105963
3144,Lagoa do Sítio/PI,2205599
3145,Laranjeiras do Sul/PR,4113304
3146,Lastro/PB,2508406
3147,Logradouro/PB,2508554
3148,Mar Vermelho/AL,2704906
3149,Missal/PR,4116059
3150,Monte Alegre de Sergipe/SE,2804201
3151,Monte Santo/BA,2921500
3152,Monteiro Lobato/SP,3531704
3153,Nossa Senhora Aparecida/SE,2804458
3154,Passagem/PB,2510709
3155,Piranhas/AL,2707107
3156,Pratápolis/MG,3152907
3157,Rio Claro/RJ,3304409
3158,Roteiro/AL,2707800
3159,Sagres/SP,3544707
3160,Salgadinho/PE,2612109
3161,Santa Fé do Araguaia/TO,1718865
3162,Sertanópolis/PR,4126504
3163,São Domingos do Azeitão/MA,2110658
3164,São Francisco de Paula/MG,3161205
3165,São Francisco/SE,2806909
3166,São Gonçalo do Sapucaí/MG,3162005
3167,São José de Caiana/PB,2514305
3168,São Sebastião do Rio Preto/MG,3164803
3169,São Valério/TO,1720499
3170,Treviso/SC,4218350
3171,Valentim Gentil/SP,3556107
3172,Várzea/RN,2414704
3173,Alto Garças/MT,5100409
3174,Atalanta/SC,4201802
3175,Barroso/MG,3105905
3176,Cachoeira Dourada/MG,3109808
3177,Catolé do Rocha/PB,2504306
3178,Deodápolis/MS,5003454
3179,Descalvado/SP,3513702
3180,Douradina/MS,5003504
3181,Galinhos/RN,2404101
3182,Guaporé/RS,4309407
3183,Guarantã do Norte/MT,5104104
3184,Igarapé Grande/MA,2105203
3185,Ipuaçu/SC,4207684
3186,Lago do Junco/MA,2105807
3187,Maria da Fé/MG,3139904
3188,Mateus Leme/MG,3140704
3189,Matões do Norte/MA,2106631
3190,Monções/SP,3531001
3191,Nova Colinas/MA,2107258
3192,Palmeirina/PE,2610103
3193,Pedro Avelino/RN,2409704
3194,Riachinho/TO,1718550
3195,Siriri/SE,2807204
3196,São João do Soter/MA,2111078
3197,São Raimundo do Doca Bezerra/MA,2111631
3198,Agronômica/SC,4200309
3199,Alecrim/RS,4300307
3200,Alvarenga/MG,3102209
3201,Angico/TO,1701051
3202,Avelino Lopes/PI,2201101
3203,Belém do Brejo do Cruz/PB,2502003
3204,Brejo Grande do Araguaia/PA,1501758
3205,Brejo Grande/SE,2800704
3206,Brejo de Areia/MA,2102150
3207,Cachoeirinha/TO,1703826
3208,Caiçara do Rio do Vento/RN,2401909
3209,Caldas Brandão/PB,2503803
3210,Campos Novos/SC,4203600
3211,Cardeal da Silva/BA,2907004
3212,Caém/BA,2905107
3213,Cesário Lange/SP,3511607
3214,Comendador Levy Gasparian/RJ,3300951
3215,Cruzeiro do Iguaçu/PR,4106571
3216,Delfinópolis/MG,3121209
3217,Dom Inocêncio/PI,2203453
3218,Espírito Santo/RN,2403509
3219,Florânia/RN,2403806
3220,Frutuoso Gomes/RN,2404002
3221,Indiara/GO,5209952
3222,Itabi/SE,2803104
3223,Itamarati de Minas/MG,3132602
3224,Itaporã/MS,5004502
3225,Itiúba/BA,2917003
3226,Janduís/RN,2405207
3227,Jardim de Angicos/RN,2405504
3228,Jati/CE,2307205
3229,Lagoa d'Anta/RN,2406205
